Language,subj,age,age_scaled,task,prompt,spanish,num_responses,response,correct,correct_either,wrong_adjacent,wrong_euc_dist
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Pei/Xo,Verde,2,"234, 1",0.5,0.5,0,75.71344992800157
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Comprehension,Yankon,Azul/Verde,4,"234, 325, 1, 320",1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,1,Celeste,1,Nai,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_50,8.7,0.23459459459459353,Production,325,Morado,1,Poa,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Pei/Xo,Verde,2,"234, 1",0.5,0.5,0,75.71344992800157
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Comprehension,Yankon,Azul/Verde,4,"234, 1, 325, 320",1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,1,Celeste,1,Nai,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,234,Verde,1,Yankon,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,320,Mierda sol,1,Barin Poi,1,1,,
Shipibo,sh_51,11.6,3.134594594594594,Production,325,Morado,1,Poa,1,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Ami/Poa,Morado,1,320,0,0,0,100.49231861192177
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Barin Poi,Mierda sol,1,,0,0,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Joshin,Rojo,2,,1,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Pei/Xo,Verde,2,,1,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Comprehension,Yankon,Azul/Verde,4,,0.5,0.5,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,1,Celeste,2,"Azul, Yankon",0.5,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,234,Verde,1,Verde,0,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,245,Rojo,2,"Joshin, Rojo",0.5,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,274,Blanco,2,"Blanco, Joxo",0.5,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,297,Amarillo,2,"Amarillo, Panshin",0.5,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,320,Mierda sol,1,,0,0,,
Shipibo,sh_52,10.2,1.7345945945945935,Production,325,Morado,1,Morado,0,1,,
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Ami/Poa,Morado,1,320,0,0,0,100.49231861192177
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Barin Poi,Mierda sol,1,325,0,0,0,100.49231861192177
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Nai,Celeste,1,274,0,0,0,49.223397891653114
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Pei/Xo,Verde,2,"234, 320",0.5,0.5,0,62.08941536204057
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_53,10,1.5345945945945942,Comprehension,Yankon,Azul/Verde,4,"1, 234, 325, 320",1,1,,
Shipibo,sh_53,10,1.5345945945945942,Production,1,Celeste,2,"Yankon, Yakunshama",0.5,0.5,,
Shipibo,sh_53,10,1.5345945945945942,Production,234,Verde,2,"Yankon, yakonshama",0.5,0.5,,
Shipibo,sh_53,10,1.5345945945945942,Production,245,Rojo,2,"Joshin, joshinshama suki",0.5,0.5,,
Shipibo,sh_53,10,1.5345945945945942,Production,274,Blanco,2,"Joxo, joxo jakwokawa",0.5,0.5,,
Shipibo,sh_53,10,1.5345945945945942,Production,297,Amarillo,2,"Panshin, Panshinshima",0.5,0.5,,
Shipibo,sh_53,10,1.5345945945945942,Production,312,Negro,2,"Wiso, wisoshama",0.5,0.5,,
Shipibo,sh_53,10,1.5345945945945942,Production,320,Mierda sol,3,"grub, Panshin, Yankon",0.3333333333333333,0.3333333333333333,0,61.75681419892059
Shipibo,sh_53,10,1.5345945945945942,Production,325,Morado,2,"uva color, shokouerde",0,0,,
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Ami/Poa,Morado,1,325,1,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Joshin,Rojo,2,"245, 297",0.5,0.5,1,93.1910736068643
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Pei/Xo,Verde,2,"320, 234",0.5,0.5,0,62.08941536204057
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Comprehension,Yankon,Azul/Verde,4,"234, 320, 1, 325",1,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,1,Celeste,2,"Azul, Nai",0.5,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,234,Verde,1,Verde,0,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,245,Rojo,2,"Joshin, joshin metsashoko",0.5,0.5,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,274,Blanco,2,"Joxo, joxo metsa",0.5,0.5,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,297,Amarillo,2,"Panshin, panshim oni",0.5,0.5,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,312,Negro,2,"Wiso, Yame",1,1,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,320,Mierda sol,1,pasto payota,0,0,,
Shipibo,sh_54,9.6,1.1345945945945939,Production,325,Morado,1,metsa shoko violeta,0,0,,
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Ami/Poa,Morado,1,1,0,0,0,58.349317905182055
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Joshin,Rojo,2,"245, 325",1,1,,
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Nai,Celeste,1,274,0,0,0,49.223397891653114
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Pei/Xo,Verde,2,"234, 320",0.5,0.5,0,62.08941536204057
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_55,7.5,-0.9654054054054058,Comprehension,Yankon,Azul/Verde,4,"320, 234, 1, 297",0.75,0.75,1,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,1,Celeste,2,"Azul, Gris",0,0.5,,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,234,Verde,1,Naranja,0,0,,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,274,Blanco,2,"Azul, Joxo",0.5,0.5,,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,320,Mierda sol,2,"Azul, Verde",0,0,,
Shipibo,sh_55,7.5,-0.9654054054054058,Production,325,Morado,1,Violeta,0,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Ami/Poa,Morado,1,,0,0,,
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Joshin,Rojo,2,,1,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Nai,Celeste,1,274,0,0,0,49.223397891653114
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Pei/Xo,Verde,2,,1,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Comprehension,Yankon,Azul/Verde,4,"234, 1, 320, 325",1,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Production,1,Celeste,2,"Yankon, jene",0.5,0.5,,
Shipibo,sh_56,9.6,1.1345945945945939,Production,234,Verde,2,"Yankon, Pei",1,1,,
Shipibo,sh_56,9.6,1.1345945945945939,Production,245,Rojo,2,"Joshin, Jimi",0.5,0.5,1,
Shipibo,sh_56,9.6,1.1345945945945939,Production,274,Blanco,2,"Joxo, Nai",0.5,0.5,0,49.223397891653114
Shipibo,sh_56,9.6,1.1345945945945939,Production,297,Amarillo,2,"Panshin, mankoa",0.5,0.5,,
Shipibo,sh_56,9.6,1.1345945945945939,Production,312,Negro,2,"Wiso, Nai",0.5,0.5,0,57.01785334436926
Shipibo,sh_56,9.6,1.1345945945945939,Production,320,Mierda sol,1,yankoncha,0,0,,
Shipibo,sh_56,9.6,1.1345945945945939,Production,325,Morado,2,"Morado, Uva jisa",0,0.5,,
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Ami/Poa,Morado,1,,0,0,,
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Joshin,Rojo,2,,1,1,,
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Nai,Celeste,1,312,0,0,0,57.01785334436926
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Pei/Xo,Verde,2,,0,0,0,119.88323068719829
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_57,8.5,0.03459459459459424,Comprehension,Yankon,Azul/Verde,4,,1,1,,
Shipibo,sh_57,8.5,0.03459459459459424,Production,1,Celeste,1,Celeste,0,1,,
Shipibo,sh_57,8.5,0.03459459459459424,Production,234,Verde,3,"Verde, Yankon, andolni pei",0.3333333333333333,0.6666666666666666,,
Shipibo,sh_57,8.5,0.03459459459459424,Production,245,Rojo,2,"Joshin, Jimi",0.5,0.5,1,
Shipibo,sh_57,8.5,0.03459459459459424,Production,274,Blanco,1,Joxo,1,1,,
Shipibo,sh_57,8.5,0.03459459459459424,Production,297,Amarillo,2,"Panshin, Barin Poi",0.5,0.5,0,61.75681419892059
Shipibo,sh_57,8.5,0.03459459459459424,Production,312,Negro,2,"Wiso, nai wisoa",0.5,0.5,,
Shipibo,sh_57,8.5,0.03459459459459424,Production,320,Mierda sol,2,"Verde, Yankon",0.5,0.5,,
Shipibo,sh_57,8.5,0.03459459459459424,Production,325,Morado,1,Morado,0,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Ami/Poa,Morado,1,,0,0,,
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Joshin,Rojo,2,,1,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Nai,Celeste,1,320,0,0,0,98.427042015901307
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Pei/Xo,Verde,2,"234, 320",0.5,0.5,0,62.08941536204057
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Comprehension,Yankon,Azul/Verde,4,"234, 1, 320, 325",1,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,1,Celeste,1,Azul,0,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,234,Verde,2,"Verde, Yankon",0.5,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,245,Rojo,2,"Joshin, Rojo",0.5,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,274,Blanco,2,"Blanco, Joxo",0.5,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,312,Negro,2,"Wiso, Negro",0.5,1,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,320,Mierda sol,1,Verde,0,0,,
Shipibo,sh_6,8.2,-0.26540540540540647,Production,325,Morado,2,"Morado, Violeta",0,1,,
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Ami/Poa,Morado,1,234,0,0,0,104.20868389918375
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Joshin,Rojo,2,"245, 1",0.5,0.5,0,102.87037328599523
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Joxo,Blanco,1,1,0,0,0,49.223397891653114
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Nai,Celeste,1,274,0,0,0,49.223397891653114
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Panshin,Amarillo,1,1,0,0,0,150.06082933264096
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Pei/Xo,Verde,2,"312, 320",0,0,0,60.84910542699059
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Wiso,Negro,1,325,0,0,1,49.65288410555826
Shipibo,sh_7,5.7,-2.7654054054054056,Comprehension,Yankon,Azul/Verde,4,"274, 312, 245, 234",0.25,0.25,1,
Shipibo,sh_7,5.7,-2.7654054054054056,Production,1,Celeste,3,"Verde, Azul, Joshin",0,0.3333333333333333,0,102.87037328599523
Shipibo,sh_7,5.7,-2.7654054054054056,Production,234,Verde,2,"Joshin, Negro",0,0,0,113.85965396047891
Shipibo,sh_7,5.7,-2.7654054054054056,Production,245,Rojo,1,Verde,0,0,,
Shipibo,sh_7,5.7,-2.7654054054054056,Production,274,Blanco,1,,0,0,,
Shipibo,sh_7,5.7,-2.7654054054054056,Production,297,Amarillo,2,"Verde, Joshin",0,0,1,93.1910736068643
Shipibo,sh_7,5.7,-2.7654054054054056,Production,312,Negro,2,"Verde, Joshin",0,0,1,72.88365866228177
Shipibo,sh_7,5.7,-2.7654054054054056,Production,320,Mierda sol,2,"carne, Verde",0,0,,
Shipibo,sh_7,5.7,-2.7654054054054056,Production,325,Morado,1,Verde,0,0,,
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Ami/Poa,Morado,1,320,0,0,0,100.49231861192177
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Barin Poi,Mierda sol,1,297,0,0,0,61.75681419892059
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Joshin,Rojo,2,"245, 297",0.5,0.5,1,93.1910736068643
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Nai,Celeste,1,1,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Pei/Xo,Verde,2,,0,0,0,74.88113647641842
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Comprehension,Yankon,Azul/Verde,4,"320, 234, 1, 325",1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,1,Celeste,1,Yankon,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,234,Verde,2,"Verde, Yankon",0.5,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,245,Rojo,1,Joshin,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,274,Blanco,2,"Joxo, Gris",0.5,0.5,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,297,Amarillo,1,Panshin,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,312,Negro,1,Wiso,1,1,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,320,Mierda sol,1,Verde,0,0,,
Shipibo,sh_8,8.9,0.4345945945945946,Production,325,Morado,1,Violeta,0,1,,
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Ami/Poa,Morado,1,245,0,0,1,66.94457558308963
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Barin Poi,Mierda sol,1,320,1,1,,
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Joshin,Rojo,2,"245, 320",1,1,,
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Joxo,Blanco,1,274,1,1,,
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Nai,Celeste,1,274,0,0,0,49.223397891653114
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Panshin,Amarillo,1,297,1,1,,
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Pei/Xo,Verde,2,"297, 234",0.5,0.5,0,119.88323068719829
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Wiso,Negro,1,312,1,1,,
Shipibo,sh_9,8.3,-0.16540540540540505,Comprehension,Yankon,Azul/Verde,4,"234, 1, 274, 325",0.75,0.75,1,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,1,Celeste,2,"Yankon, plomo",0.5,0.5,,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,234,Verde,2,"Verde, Yankon",0.5,1,,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,245,Rojo,2,"Joshin, plomo",0.5,0.5,,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,274,Blanco,2,"Joxo, plomo",0.5,0.5,,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,297,Amarillo,2,"Panshin, plomo",0.5,0.5,,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,312,Negro,2,"Wiso, plomo",0.5,0.5,,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,320,Mierda sol,2,"serru, plomo",0,0,,
Shipibo,sh_9,8.3,-0.16540540540540505,Production,325,Morado,2,"Morado, plomo",0,0.5,,
Spanish,sp_1,9,0.5345945945945942,Comprehension,Amarillo,Amarillo,1,65,0,0,0,123.32584725028245
Spanish,sp_1,9,0.5345945945945942,Comprehension,Blanco,Blanco,1,121,0,0,0,80.65681620297195
Spanish,sp_1,9,0.5345945945945942,Comprehension,Celeste,Celeste,1,325,0,0,,
Spanish,sp_1,9,0.5345945945945942,Comprehension,Gris,Gris,1,274,0,0,1,39.51001012401794
Spanish,sp_1,9,0.5345945945945942,Comprehension,Marron,Marron,1,234,0,0,0,92.30452318277798
Spanish,sp_1,9,0.5345945945945942,Comprehension,Morado,Morado,1,65,0,0,1,36.901482355049104
Spanish,sp_1,9,0.5345945945945942,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_1,9,0.5345945945945942,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_1,9,0.5345945945945942,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_1,9,0.5345945945945942,Comprehension,Rosa,Rosa,1,297,0,0,0,123.32584725028245
Spanish,sp_1,9,0.5345945945945942,Comprehension,Verde,Verde,1,291,0,0,1,86.72483439015609
Spanish,sp_1,9,0.5345945945945942,Production,121,Naranja,1,,0,0,,
Spanish,sp_1,9,0.5345945945945942,Production,234,Verde,1,Yankon,0,1,,
Spanish,sp_1,9,0.5345945945945942,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_1,9,0.5345945945945942,Production,266,Marron,1,,0,0,,
Spanish,sp_1,9,0.5345945945945942,Production,274,Blanco,1,Joxo,0,1,,
Spanish,sp_1,9,0.5345945945945942,Production,291,Azul,1,Panshin,0,0,,
Spanish,sp_1,9,0.5345945945945942,Production,297,Amarillo,1,,0,0,,
Spanish,sp_1,9,0.5345945945945942,Production,312,Negro,2,"Wiso, Blanco",0,0.5,0,70.54001772044006
Spanish,sp_1,9,0.5345945945945942,Production,325,Morado,1,,0,0,,
Spanish,sp_1,9,0.5345945945945942,Production,46,Gris,1,,0,0,,
Spanish,sp_1,9,0.5345945945945942,Production,65,Rosa,1,,0,0,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Amarillo,Amarillo,1,297,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Blanco,Blanco,1,274,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Gris,Gris,1,46,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Marron,Marron,1,266,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Morado,Morado,1,325,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Negro,Negro,1,312,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Rojo,Rojo,1,245,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Rosa,Rosa,1,65,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Comprehension,Verde,Verde,1,234,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,234,Verde,1,Verde,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,245,Rojo,1,Rojo,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,266,Marron,1,Marron,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,274,Blanco,1,Blanco,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,291,Azul,1,Azul,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,297,Amarillo,1,Amarillo,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,312,Negro,1,Negro,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,325,Morado,1,Morado,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,46,Gris,1,Gris,1,1,,
Spanish,sp_10,8.7,0.23459459459459353,Production,65,Rosa,1,Rosa,1,1,,
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Amarillo,Amarillo,1,245,0,0,0,93.1910736068643
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Blanco,Blanco,1,325,0,0,0,77.47574975435863
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Celeste,Celeste,1,291,0,0,,
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Gris,Gris,1,274,0,0,1,39.51001012401794
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Marron,Marron,1,46,0,0,1,57.67650214775511
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Morado,Morado,1,312,0,0,0,49.65288410555826
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Naranja,Naranja,1,121,1,1,,
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Negro,Negro,1,234,0,0,0,59.60879549194061
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Rojo,Rojo,1,65,0,0,1,40.91163893074928
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Rosa,Rosa,1,325,0,0,1,36.901482355049104
Spanish,sp_11,7.5,-0.9654054054054058,Comprehension,Verde,Verde,1,46,0,0,0,56.84204341858234
Spanish,sp_11,7.5,-0.9654054054054058,Production,121,Naranja,1,Naranja,1,1,,
Spanish,sp_11,7.5,-0.9654054054054058,Production,234,Verde,1,,0,0,,
Spanish,sp_11,7.5,-0.9654054054054058,Production,245,Rojo,1,Joshin,0,1,,
Spanish,sp_11,7.5,-0.9654054054054058,Production,266,Marron,1,Naranja,0,0,1,28.373205670138866
Spanish,sp_11,7.5,-0.9654054054054058,Production,274,Blanco,1,Joxo,0,1,,
Spanish,sp_11,7.5,-0.9654054054054058,Production,291,Azul,1,,0,0,,
Spanish,sp_11,7.5,-0.9654054054054058,Production,297,Amarillo,1,Panshin,0,1,,
Spanish,sp_11,7.5,-0.9654054054054058,Production,312,Negro,2,"Wiso, Marron",0,0.5,0,60.40144451915037
Spanish,sp_11,7.5,-0.9654054054054058,Production,325,Morado,1,,0,0,,
Spanish,sp_11,7.5,-0.9654054054054058,Production,46,Gris,1,Joxo,0,0,,
